RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label
A2LOHDFKFZJNWO,Dealer,2 BHK,1960.719152,2,1,"Goregaon (East),Mumbai",19.1615,72.8731,590,0
A2OVI62NN5W0UE,Dealer,1 BHK,1749.908859,,2,"Yelahanka,Bangalore",13.11389,77.59833,96,1
A7Q4HDSQ7QFTU,Dealer,3 BHK,690.0517539,3,1,"Nayabad,Kolkata",22.483471,88.417711,24,0
A3MCBV388X4A1Z,Dealer,3 BHK,667.4453529,2,3,"Tilak Nagar,Maharashtra",19.068492,72.898896,160,1
A4WUFTCEG8FZ6,Owner,3 BHK,1650.235748,3,3,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,77,1
AQYD2PV8IHB7V,Dealer,2 BHK,3552.243979,2,1,"Phoolbagan,Kolkata",22.54111,88.33778,410,1
A3HOPQCXG6QHHQ,Dealer,1 BHK,2100.134409,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,250,1
A2063PGBVLB18Z,Owner,4 BHK,1470.255598,2,1,"Iblur Village,Bangalore",12.91668,77.59196,65,1
A3FKQQTSMHOCE0,Dealer,4 BHK,461.6061883,3,2,"Mehrun,Jalgaon",21.08448,75.983409,73.4,0
A2IFVFRZNMH5BJ,Dealer,2 BHK,1566.41604,2,1,"Pulikeshi Nagar,Bangalore",12.96991,77.59796,150,1
AB5HZ2U0D0JC,Dealer,2 BHK,1639.20283,2,0,"Baner Pashan Link Road,Pune",18.542235,73.828136,190,0
A1FLQC4ORB5LI,Owner,3 BHK,650.1547988,3,0,"Atladra,Vadodara",22.271018,73.154216,21,0
A32UZXOMAF1DFR,Owner,4 BHK,1200.417537,2,2,"Kolar Road,Bhopal",23.163669,77.422617,23,0
A17771LTRWSKQ5,Owner,3 BHK,1680.173947,3,2,"Bileshivale,Bangalore",13.054202,77.674002,85,1
AQNYCN5Y8K2J6,Owner,2 BHK,900.090009,2,3,"BSM Extension,Bangalore",12.96991,77.59796,30,0
ATXTYEQUG8O1R,Owner,2 BHK,515.8730159,2,2,"Subhanpura,Vadodara",22.318485,73.162544,11.7,1
A42HINFMHFB9C,Owner,2 BHK,1740.230976,2,1,"Kothanur,Bangalore",12.581437,77.322174,110,0
A31KRI9QZGJLY1,Dealer,2 BHK,1006.036217,2,1,"Vakola,Maharashtra",20.73333,77,210,1
AY5NWX45GCYUE,Owner,3 BHK,1330.059341,2,2,"Pandeshwar,Mangalore",12.85917,74.83844,65,0
A399MNJ2H60ODE,Dealer,1 BHK,787.6923077,1,1,"Kala Nagar,Lalitpur",16.872279,74.576673,320,1
A1ADV5RK3FLUX9,Owner,3 BHK,899.9357189,2,1,"Sector-70 Noida,Noida",28.59632,77.38143,42,1
A2HOKZLRUQULWA,Owner,2 BHK,655.0218341,2,0,"Khalapur,Raigad",18.81667,73.26667,33,0
A18XCLXKB737XG,Dealer,3 BHK,1788.963008,2,2,"Zirakpur,Chandigarh",30.662283,76.822397,59,1
A35GEU8LZB8LJP,Dealer,2 BHK,1157.052918,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,68,0
A1YVYAWW40VZL8,Dealer,3 BHK,895.9276018,2,2,"Valia,Bharuch",21.5708,73.1602,19.8,0
A2KVAGB52EOKLS,Dealer,2 BHK,710.0209779,2,1,"Ulwe,Lalitpur",24.69028,78.41889,44,1
A2J54387VFQ6OT,Owner,2 BHK,1250,2,0,"Sector-4 Vaishali,Ghaziabad",28.644695,77.338956,68,1
AMK5E1DOAYRGJ,Dealer,3 BHK,1392.111369,3,2,"Baga,Goa",15.55889,73.75333,120,0
A3N5C0GXTXWB9,Dealer,2 BHK,1972.775695,2,1,"Sector 37 Faridabad,Faridabad",28.4837,77.3049,100,1
A1FA0A68R5CQKP,Dealer,4 BHK,900,3,2,"Sector 11 Kharghar,Lalitpur",19.037971,73.070481,90,0
A2W41LKCGT9FWI,Owner,3 BHK,885.9566447,3,2,"Perungalathur,Chennai",12.9182,80.0824,47,1
A1IF3F206YG7EE,Owner,3 BHK,1539.514198,2,2,"rajarejasehwari nagar,Bangalore",50.817397,4.42145,45,0
A1O58I2BTTI1E8,Dealer,2 BHK,1486.298189,2,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,32,1
A1YR6B67T3DCHU,Owner,2 BHK,1651.722511,2,1,"Electronic City,Bangalore",12.8458,77.6727,70,0
A11YQON7N0UC2R,Dealer,1 BHK,533.145275,1,1,"Avadi,Chennai",21.490368,73.338475,18.9,0
A5VP825JKO5JI,Owner,2 BHK,1044.022969,2,2,"Rajiv Nagar,Patna",25.630335,85.092065,60,1
A3H0B2IQ78XAUM,Owner,4 BHK,885.8267717,2,2,"Vrindavan Yojna,Lucknow",26.766594,80.949809,36,0
A1AJQUA9PEA90X,Dealer,2 BHK,1300.006933,2,1,"Chandrakant Dhuru Wadi,Mumbai",18.96667,72.83333,750,0
A3LSTGAP7LOV1S,Dealer,7 BHK,2237.970906,7,2,"Salt Lake,Kolkata",22.54111,88.33778,180,1
A3EOH8ILTPH71B,Dealer,2 BHK,1280.031508,2,1,"Andheri (East),Lalitpur",19.1145,72.8712,260,1
A2CJMCOGF4L2MB,Dealer,3 BHK,1600.11744,3,2,"Gandhi Path,Jaipur",25.879721,86.587391,54.5,0
A3NBSC587C151C,Owner,3 BHK,800,3,2,"Sector-73 Noida,Noida",28.588021,77.391359,32,1
A20MQ5P19FM6Y2,Owner,5 BHK,1130.369254,3,1,"Kakkanad,Ernakulam",10.017,76.344,30,0
A3411K5L6QNVH7,Dealer,3 BHK,1044.131978,3,2,"Rajaram Patil Nagar,Pune",18.691025,73.8081,75,1
A2UILEPRKGAVDG,Dealer,3 BHK,1300,3,2,"Garia,Kolkata",22.403867,88.470006,52,1
A2E2BDF383GF6H,Dealer,2 BHK,1359.466222,2,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,65.2,1
A13V8Z7UJIRAG5,Owner,2 BHK,909.0909091,2,2,"Vavol,Gandhinagar",23.22533,72.619511,25,1
A9E9L159FFMHP,Dealer,3 BHK,1095.69378,2,1,"Kharar,Mohali",30.74,76.65,22.9,1
AP3CV0DST5ZYQ,Builder,2 BHK,1721.760292,2,2,"Khadpabandh,Goa",15.399602,73.999248,84.9,0
AAQNPF3Q0LFGX,Dealer,2 BHK,697.0708194,2,1,"Kandigai,Chennai",13.234221,80.212829,18.8,1
A2JAEJFXQ2QL2M,Dealer,2 BHK,1322.051824,2,1,"Vasna Road,Vadodara",22.312063,72.674296,50,0
A3VO7YFMT8L3FC,Dealer,4 BHK,1301.034632,2,1,"Andheri (East),Maharashtra",19.1145,72.8712,210,0
A3MKKV6EK44G6I,Dealer,1 BHK,1863.064741,1,0,"Baner,Pune",18.558319,73.77588,120,0
A2TXB95F9AGFTH,Dealer,3 BHK,2478.521218,2,2,"Mullanpur,Chandigarh",30.73528,76.79111,95.2,1
A19TMLCRR1C76R,Owner,4 BHK,983.1767533,3,1,"Pudupakkam Village,Chennai",13.0604,80.2657,45,0
A23N5GILA6AX04,Owner,4 BHK,1300.390117,3,3,"Police Line,Kota",25.184821,75.87165,30,1
A2BNRUNT2X918E,Dealer,3 BHK,1099.868016,3,2,"Keshav Nagar,Pune",27.16726,75.709505,75,0
ARNC9KAJ5WPQG,Dealer,2 BHK,1585.144928,2,2,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,70,1
A18QBXDXQHMS66,Builder,2 BHK,509.8039216,2,1,"Viyyoor,Thrissur",10.52,76.21,20.8,0
ANSA83I0WOUR2,Dealer,2 BHK,800,2,2,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,24,1
A1V1EP514B5H7Y,Dealer,4 BHK,900.032144,3,0,"Mansarovar Extension,Jaipur",26.8626,75.7633,28,1
A2RX8BAPQ2Y8VD,Dealer,5 BHK,905.714628,3,2,"Balkum,Maharashtra",19.222101,72.988231,75.6,0
A2OOQ59V7YWYL1,Dealer,3 BHK,1135.099043,3,3,"Sector-120 Noida,Noida",28.585757,77.396668,51,1
A1SWSA9OI438RP,Dealer,2 BHK,1275.28584,2,2,"Zirakpur,Chandigarh",30.662283,76.822397,43.5,0
A3RBTKH8OI4X6X,Dealer,5 BHK,745.8912769,3,3,"Sohna,Gurgaon",28.25,77.07,23.6,0
A332T7LVFZZ2O2,Dealer,2 BHK,1338.055884,2,2,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,34,1
A30KIP8VOIACNI,Dealer,1 BHK,1734.790151,1,3,"Khar West,Maharashtra",19.0705,72.8309,570,1
A3SO8RUBJ6OOK3,Dealer,4 BHK,1249.296567,3,2,"Zirakpur,Chandigarh",30.662283,76.822397,44.4,0
A1GQSBLU2QXDC9,Owner,3 BHK,597.0149254,3,3,"Puzhal,Chennai",13.164321,80.196634,30,1
ACD4ORBZEJV6,Dealer,3 BHK,1805.257813,3,1,"Hosur Road,Bangalore",12.752264,77.452739,160,0
A1T9OQ8JQC34PT,Dealer,3 BHK,1589.151393,3,2,"Hadapsar,Pune",18.49667,73.94167,150,1
A23JXMWJLCETEC,Dealer,2 BHK,1100.41841,2,2,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,26.3,0
A2BZ1C22HCVO9G,Dealer,7 BHK,1167.334924,9,2,"Kandivali (East),Mumbai",19.1955,72.8728,230,1
A2AF8MMVBDU8YX,Owner,2 BHK,1980.19802,2,2,"Sector-45 Karnal,Karnal",29.731906,76.975729,42,0
A2GAO2M7Y8U06H,Owner,3 BHK,1315.097317,2,1,"Sector 10,Sonipat",28.990399,77.059442,50,1
A18F09Z2RJ2C5K,Dealer,3 BHK,1349.831271,3,3,"Bhopura,Ghaziabad",28.698133,77.335746,36,0
A31JPNHS8Y3G40,Dealer,5 BHK,1983.077737,2,0,"Sector-54 Gurgaon,Gurgaon",28.440728,77.114195,300,1
A49DOVGSBWUJ8,Dealer,4 BHK,1183.453905,3,2,"Sector-75 Noida,Noida",28.576117,77.382136,63.8,0
A3F69HNLEEWH11,Owner,2 BHK,749.7273719,2,1,"SAI BABA TEMPLE,Anand",22.414402,72.90369,27.5,1
A2YO8731SKDKLL,Dealer,4 BHK,1250,2,1,"Sector 1 HSR Layout,Bangalore",12.91,77.64,45,1
A21U4DR8M6I9QN,Dealer,1 BHK,650.026001,1,1,"Kapurbawadi,Maharashtra",18.96,72.82,75,0
